,Decimal_latitude,Decimal_longitude,StationNumber,station_name,Date/Time,water_temp_c,"Turbid- ity, NTU","Dis- solvedoxygen, mg/L","pH, water,unfltrd field, std units","Salin- ity, water,unfltrd ppth","Total nitro- gen, water,unfltrd mg/L","Ammonia water, fltrd, mg/L as N","Nitrite water, fltrd, mg/L as N","Nitrate water, fltrd, mg/L as N","Phos- phate, water,unfltrd mg/L","Ortho- phos- phate, water, fltrd, mg/L as P","Hard- ness, water,mg/L as CaCO3","Calcium water, fltrd, mg/L","Magnes- ium, water, fltrd, mg/L","Sodium, water, fltrd, mg/L","Chlor- ide, water, fltrd, mg/L","Sulfate water, fltrd, mg/L","Fluor- ide, water, fltrd, mg/L","Copper, water, fltrd, ug/L","Zinc, water, fltrd, ug/L","PCBs, water,unfltrd g/d","Rhod- amine WT, water,unfltrd ug/L","Rn-222, water,unfltrd dpm/L","E coli,definedsubstr. test, water, MPN/ 100 mL","Nitrate water,unfltrd field, mg/L","Inorg. nitro- gen,disslvd calcd, mg/L as N","Ortho- phos- phate,wat flt field, mg/L as P","Turbdty white light,det ang90+/-30corrctd NTRU","Chloro-phyll atrichro -maticmethod,uncorr, ug/L","Chlor- ine, free avail- able,wat unf mg/L","pH, water,unfltrd lab, std units","Ammonia water, fltrd,est. byregres, mg/L as N"
698,30.3013159,-83.9796085,02326526,WACISSA RIVER NR WACISSA FLA,07/14 15:30 EDT,24.0,--,10.1,8.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
699,30.11234694,-83.9797728,02326550,"AUCILLA RIVER NR MOUTH NEAR NUTALL RISE, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,30.3929988,-82.9331875,02315550,SUWANNEE RIVER AT SUWANNEE SPRINGS FLA,07/14 15:15 EDT,29.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
701,30.43944444,-83.0892778,02315626,"ALAPAHA RISE ABOVE SW 68TH DRIVE NEAR JASPER, FL",07/14 15:00 EDT,23.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
702,30.38565833,-83.1699917,302307083101400,"SUWANNEE RV AB WITHLACOOCHEE RV AT ELLAVILLE, FL",07/14 15:30 EDT,26.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
703,30.59826888,-83.073195,02317620,ALAPAHA RIVER NEAR JENNINGS FLA,07/14 15:00 EDT,28.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
704,30.79330556,-83.4534444,02318500,"WITHLACOOCHEE RIVER AT US 84, NEAR QUITMAN, GA",07/14 15:00 EDT,29.3,--,7.0,7.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
705,30.59548716,-83.2595906,02319000,"WITHLACOOCHEE RIVER NEAR PINETTA, FLA.",07/14 15:30 EDT,26.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
706,30.48049106,-83.2443097,02319302,"MADISON BLUE SPRING NR BLUE SPRINGS, FL",07/14 14:45 EDT,21.2,--,1.8,7.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
707,30.41049435,-83.18013979,02319394,"WITHLACOOCHEE RIVER NR LEE, FLA",07/14 15:00 EDT,24.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
708,30.36132999,-83.1351374,02319520,"FALMOUTH SPRING AT FALMOUTH, FL",07/14 15:30 EDT,22.4,--,0.1,7.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
709,30.2449425,-83.24958439,02319800,"SUWANNEE RIVER AT DOWLING PARK, FLORIDA",07/14 15:00 EDT,25.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
710,30.126055,-83.2259712,02319950,"BLUE SPRINGS NEAR DELL,FL",07/14 14:45 EDT,22.3,--,0.6,7.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
711,30.09994513,-83.1715247,02320000,"SUWANNEE RIVER AT LURAVILLE, FLA.",07/14 15:00 EDT,26.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
712,30.0060603,-82.997352,02320250,TROY SPRING NEAR BRANFORD FLA,07/14 15:00 EDT,22.0,--,0.0,7.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
713,29.955785,-82.9276278,02320500,"SUWANNEE RIVER AT BRANFORD, FLA.",07/14 15:00 EDT,26.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
714,29.79134359,-82.924293,02323000,"SUWANNEE RIVER NEAR BELL, FLORIDA",07/14 15:00 EDT,26.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
715,29.5891247,-82.9331797,02323502,FANNING SPRINGS NR WILCOX FLA,07/14 14:45 EDT,22.9,--,2.1,7.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
716,29.4896808,-82.976791,02323566,MANATEE SPRING NR CHIEFLAND FLA,07/14 15:30 EDT,22.7,--,1.1,7.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
717,29.33940554,-83.086515,02323592,SUWANNEE RIVER AB GOPHER RIVER NR SUWANNEE FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,29.9219073,-82.4262246,02321500,"SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.",07/14 15:15 EDT,26.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
719,29.8735723,-82.59122849,02321958,"SANTA FE RIVER AT RIVER RISE NR HIGH SPRINGS, FL",07/14 15:00 EDT,26.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
720,29.85273894,-82.6084508,02321975,"SANTA FE RIVER AT US HWY 441 NEAR HIGH SPRINGS,FL.",07/14 14:45 EDT,26.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
721,29.8360705,-82.7001197,02322400,GINNIE SPRING NR HIGH SPRINGS FLA,07/14 15:15 EDT,22.6,--,3.7,7.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
722,29.84884769,-82.7151204,02322500,"SANTA FE RIVER NEAR FORT WHITE, FLA.",07/14 14:45 EDT,25.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
723,29.95273288,-82.7859573,02322700,"ICHETUCKNEE R @ HWY27 NR HILDRETH, FL",07/14 14:45 EDT,23.2,--,6.4,7.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
724,29.91162076,-82.8604033,02322800,SANTA FE RIVER NR HILDRETH FLA,07/14 15:00 EDT,25.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
725,30.23492447,-84.30128689,02327000,"WAKULLA SPRING NR CRAWFORDVILLE, FL",07/14 15:15 EDT,21.2,--,2.4,7.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
726,30.07270485,-84.3273972,02327031,"SPRING CREEK NEAR SPRING CREEK, FL",07/14 15:30 EDT,27.7,--,--,--,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
727,30.12936856,-84.4943482,02327100,"SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",07/14 15:30 EDT,25.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
728,34.7009722,-83.72925,02330450,"CHATTAHOOCHEE RIVER AT HELEN, GA",07/14 15:00 EDT,23.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
729,34.15666667,-84.0784167,02334430,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA",07/14 15:30 EDT,12.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
730,34.1325,-84.07,02334480,"RICHLAND CREEK AT SUWANEE DAM ROAD, NEAR BUFORD,GA",07/14 15:30 EDT,25.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
731,34.09638889,-84.0780556,02334578,"LEVEL CREEK AT SUWANEE DAM ROAD, NEAR SUWANEE, GA",07/14 15:15 EDT,25.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
732,34.0588333,-84.1106944,02334652,CHATTAHOOCHEE R 0.96 MI US MCGINNIS FY SUWANEE GA,07/14 15:00 EDT,14.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
733,34.0567222,-84.1083333,02334653,CHATTAHOOCHEE R 0.76 MI US MCGINNIS FY SUWANEE GA,07/14 15:30 EDT,14.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
734,34.05388889,-84.1052778,02334654,"CHATTAHOOCHEE R 0.5 MI US MCGINNIS FY SUWANEE, GA",07/14 15:30 EDT,14.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
735,34.0325,-84.08888889,02334885,"SUWANEE CREEK AT SUWANEE, GA",07/14 15:15 EDT,25.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
736,33.9972222,-84.2019444,02335000,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA",07/14 15:15 EDT,19.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
737,33.965,-84.2647222,02335350,"CROOKED CREEK NEAR NORCROSS, GA",07/14 14:45 EDT,26.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
738,33.9732222,-84.26425,02335353,"CHATTAHOOCHEE R 0.09 MI DS GA140, ALPHARETTA, GA",07/14 15:15 EDT,17.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
739,33.97305556,-84.26888889,02335400,"CHATTAHOOCHEE R 0.39 MI DS GA140, ALPHARETTA, GA",07/14 15:00 EDT,17.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
740,33.9733333,-84.27,02335405,"CHATTAHOOCHEE R 0.47 MI DS GA140, ALPHARETTA, GA",07/14 15:30 EDT,17.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
741,33.98580556,-84.3156944,02335450,"CHATTAHOOCHEE RIVER ABOVE ROSWELL, GA",07/14 15:00 EDT,17.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
742,33.99666667,-84.3844444,02335777,"CHATTAHOOCHEE R 0.27 MI US WILLEO CR, ROSWELL, GA",07/14 15:00 EDT,20.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
743,33.99638889,-84.3844444,02335778,"CHATTAHOOCHEE R 0.25 MI US WILLEO CR, ROSWELL, GA",07/14 15:00 EDT,21.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
744,33.99527778,-84.3844444,02335779,"CHATTAHOOCHEE R .18 MI US WILLEO CR, ROSWELL, GA",07/14 15:00 EDT,21.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
745,33.9019722,-84.4430278,02335880,"CHATT R AT POWERS FY & I-285 NR ATLANTA, GA",07/14 15:30 EDT,24.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
746,33.85916667,-84.4544444,02336000,"CHATTAHOOCHEE RIVER AT ATLANTA, GA",07/14 14:45 EDT,23.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
747,33.9058333,-84.225,02336030,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA",07/14 15:00 EDT,24.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
748,33.83155556,-84.3427778,02336120,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",07/14 15:15 EDT,27.3,--,6.6,6.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
749,33.81044444,-84.2479722,02336152,"SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA",07/14 15:15 EDT,25.2,--,6.6,7.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
750,33.82138889,-84.2747222,023362095,"BURNT FORK CR AT MILLWOOD WAY NEAR CLARKSTON, GA",07/14 15:00 EDT,24.5,--,7.2,7.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
751,33.8030833,-84.3406944,02336240,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",07/14 15:15 EDT,27.0,--,7.8,7.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
752,33.82030556,-84.40763889,02336300,"PEACHTREE CREEK AT ATLANTA, GA",07/14 15:00 EDT,27.9,--,7.0,7.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
753,33.82163889,-84.43863889,02336313,"WOODALL CREEK AT DEFOORS FERRY RD, AT ATLANTA, GA",07/14 15:30 EDT,26.6,--,7.4,6.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
754,33.89775,-84.34525,02336340,"NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA",07/14 15:30 EDT,26.9,--,8.2,7.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
755,33.86916667,-84.37888889,02336360,"NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA",07/14 15:15 EDT,27.3,--,8.2,7.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
756,33.8382222,-84.4392778,02336410,"NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA",07/14 15:15 EDT,27.5,--,7.6,7.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
757,33.7944722,-84.4741944,02336526,"PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA",07/14 15:15 EDT,27.2,--,9.3,8.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
758,33.74352778,-84.5681667,02336728,"UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA",07/14 15:15 EDT,25.5,--,7.9,7.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
759,33.77677778,-84.6155,02337000,"SWEETWATER CREEK NEAR AUSTELL, GA",07/14 14:45 EDT,26.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
760,33.65666667,-84.6736111,02337170,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",07/14 14:45 EDT,26.6,--,5.2,6.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
761,33.65380556,-84.8210278,02337410,"DOG RIVER AT GA 5, NEAR FAIRPLAY, GA",07/14 15:15 EDT,27.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
762,33.52638889,-84.9367222,02337498,"SNAKE CRK DS SNAKE CRK RESERVIOR NR WHITESBURG, GA",07/14 15:00 EDT,26.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
763,33.2779722,-85.1009167,02338500,"CHATTAHOOCHEE RIVER AT GA 100, AT FRANKLIN, GA",07/14 15:00 EDT,28.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
764,33.3407222,-85.2267222,02338523,"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA",07/14 14:45 EDT,24.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
765,31.62219444,-85.0591667,023432415,"CHATTAHOOCHEE R .36 MI DS WFG DAM NR FT GAINES, GA",07/14 15:30 EDT,28.7,--,4.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
766,31.24908333,-85.1066111,02343805,"CHATTAHOOCHEE RIVER AT MILE 46 NEAR COLUMBIA, ALA",07/14 14:45 EDT,27.2,--,7.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
767,33.35727778,-84.5826111,02344630,"LINE CREEK BLW LAKE MCINTOSH, NR PEACHTREE CITY,GA",07/14 15:00 EDT,29.8,--,5.6,6.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
768,33.38316667,-84.5727222,02344673,"FLAT CREEK (DS OF LAKE) AT PEACHTREE CITY, GA",07/14 15:15 EDT,30.6,--,5.3,7.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
769,32.0525,-84.5483333,02350600,"KINCHAFOONEE CREEK AT PRESTON, GA",07/14 15:00 EDT,23.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
770,30.91030556,-84.5805,02356000,"FLINT RIVER AT BAINBRIDGE, GA",07/14 14:45 EDT,27.5,--,6.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
771,30.903,-84.7495,02357150,"SPRING CREEK NEAR REYNOLDSVILLE, GA",07/14 15:30 EDT,26.0,--,6.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
772,30.7010251,-84.8590871,02358000,APALACHICOLA RIVER AT CHATTAHOOCHEE FLA,07/14 15:30 EDT,28.9,--,5.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
773,29.94937094,-85.0154686,02359170,"APALACHICOLA RIVER NR SUMATRA,FLA.",07/14 14:45 EDT,28.3,--,4.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
774,29.7695111,-85.0842806,02359223,"JACKSON RIVER AT RANCH ROAD NR APALACHICOLA, FL",07/14 15:30 EDT,28.8,--,6.6,7.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
775,30.79046943,-85.1407611,02358795,"JACKSON BLUE SPRING NR MARIANNA, FL",07/14 14:15 CDT,21.0,--,7.3,7.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
776,29.88555556,-85.2436111,295308085143700,"IWW EAST OF GULF CO CANAL NEAR PORT ST JOE, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,29.8897222,-85.2547222,295323085151700,"IWW WEST OF GULF CO CANAL NEAR PORT ST JOE, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,34.60380556,-84.6957778,02382500,"COOSAWATTEE RIVER AT CARTERS, GA",07/14 15:30 EDT,22.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
779,34.4090833,-84.0198056,02388975,"ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA",07/14 14:45 EDT,23.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
780,34.3986111,-84.0566667,02388985,"RUSSELL CRK 0.3 MI DS HEAD LAKE NR DAWSONVILLE, GA",07/14 15:15 EDT,22.0,--,8.2,7.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
781,34.3575833,-84.1135833,02389150,"ETOWAH RIVER AT GA 9, NEAR DAWSONVILLE, GA",07/14 15:00 EDT,24.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
782,34.1629722,-84.7410833,02394000,"ETOWAH RIVER AT ALLATOONA DAM, ABV CARTERSVILLE,GA",07/14 15:30 EDT,20.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
783,34.0789722,-84.8544444,02394682,"RICHLAND CREEK AT OLD DALLAS RD, NEAR DALLAS, GA",07/14 15:30 EDT,25.2,--,7.8,7.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
784,34.2005,-85.2564167,02397000,"COOSA RIVER (MAYO'S BAR) NEAR ROME, GA",07/14 14:45 EDT,25.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
785,34.20194444,-85.45325,02397530,"COOSA RIVER AT STATE LINE, AL/GA",07/14 15:00 EDT,27.6,--,7.1,7.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
786,34.06509836,-85.6141287,02400100,TERRAPIN CREEK AT ELLISVILLE AL,07/14 14:00 CDT,26.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
787,33.44760728,-86.386924,02405500,KELLY CREEK NEAR VINCENT AL,07/14 13:00 CDT,26.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
788,33.32066689,-86.4952592,02407514,"YELLOWLEAF CREEK NEAR WESTOVER, AL",05/31 14:00 CDT,Eqp,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
789,33.5008333,-85.2525,02413205,"LITTLE TALLAPOOSA R AT REAVESVILLE RD NR BOWDON,GA",07/14 15:45 EDT,27.0,--,7.3,6.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
790,33.49269444,-85.2793056,02413210,"LITTLE TALLAPOOSA R AT GA 100, NEAR BOWDON, GA",07/14 15:00 EDT,26.9,--,6.8,7.0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
791,33.61277778,-85.2844444,02413215,"INDIAN CREEK UPSTREAM OF TEAGUE RD, NR BOWDON, GA",07/14 15:00 EDT,29.1,--,6.2,6.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
792,33.62232504,-86.599431,02423130,"CAHABA RIVER AT TRUSSVILLE, AL.",05/25 13:00 CDT,20.8,--,9.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
793,33.60371416,-86.5491517,02423160,CAHABA RIVER NEAR WHITES CHAPEL AL,07/14 14:15 CDT,28.1,--,8.4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
794,33.4817724,-86.7127653,02423380,CAHABA RIVER NEAR MOUNTAIN BROOK AL,07/14 14:00 CDT,27.4,--,7.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
795,33.53454886,-86.5624847,02423397,"LITTLE CAHABA RIVER BELOW LEEDS, AL.",07/14 14:00 CDT,24.5,--,7.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
796,33.3692767,-86.7841551,02423496,"CAHABA RIVER NEAR HOOVER, AL",07/14 14:00 CDT,28.6,--,7.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
797,33.3449441,-86.7594183,0242354650,CAHABA VALLEY CR AT INDIAN TRAIL RD NR INDIAN SPRS,07/14 14:00 CDT,25.5,--,8.0,7.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
798,33.28455786,-86.8824901,02423555,CAHABA RIVER NEAR HELENA AL,07/07 14:00 CDT,28.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
799,33.52093809,-86.7169325,02423571,SHADES CREEK AT ELDER ST NEAR SPRINGDALE AL,07/14 14:00 CDT,26.7,--,11.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
800,33.4487185,-86.8136007,02423586,"SHADES CREEK NR HOMEWOOD, ALA",07/14 14:00 CDT,28.0,--,7.8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
